1548374400.0,3569.07000000,3587.15000000,3522.51000000,3565.29000000,17608.34667100,1548460799999,62634926.45524528,153413,9690.39815200,34473989.38670668,0
1548460800.0,3566.69000000,3662.94000000,3545.00000000,3565.25000000,19476.53234400,1548547199999,69841766.64693149,135369,10203.40031500,36578851.51879908,0
1548547200.0,3565.62000000,3579.00000000,3486.00000000,3550.84000000,22735.59816200,1548633599999,80743416.84653682,163855,11568.56739900,41100311.44740031,0
1548633600.0,3550.05000000,3557.75000000,3380.27000000,3434.15000000,40405.11140100,1548719999999,139258708.76430879,260799,20334.27173900,70100390.81728584,0
1548720000.0,3434.00000000,3443.45000000,3349.92000000,3411.04000000,29544.92897700,1548806399999,100542807.46479908,189650,15626.31123100,53180295.18051735,0
1548806400.0,3410.04000000,3478.00000000,3387.10000000,3458.18000000,23968.26024300,1548892799999,82521122.86191754,180820,13324.33962800,45877250.05787340,0
1548892800.0,3457.50000000,3489.20000000,3418.80000000,3434.10000000,29607.19025300,1548979199999,101928346.97699686,198100,15325.82878300,52764623.95051864,0
1548979200.0,3434.10000000,3488.00000000,3401.20000000,3462.07000000,25260.47615900,1549065599999,87075914.23266830,167520,13533.34462800,46664199.94907889,0
1549065600.0,3462.20000000,3526.40000000,3440.29000000,3504.77000000,17920.80200000,1549151999999,62134037.97539881,153234,9637.41923000,33417963.69624554,0
1549152000.0,3504.06000000,3511.09000000,3426.00000000,3458.11000000,19867.33639000,1549238399999,68801620.06241606,138592,10126.71614300,35070884.46205618,0
1549238400.0,3458.11000000,3484.88000000,3433.31000000,3463.22000000,23131.98110800,1549324799999,80024258.22766613,155686,12387.10978100,42856551.66874073,0
1549324800.0,3463.22000000,3478.97000000,3448.43000000,3471.59000000,25264.41503000,1549411199999,87491347.06381486,162066,13642.82308400,47248405.24357039,0
1549411200.0,3471.57000000,3482.72000000,3380.00000000,3405.37000000,35310.24484600,1549497599999,120500703.00515730,207024,18054.00834700,61609674.49994292,0
1549497600.0,3407.00000000,3426.45000000,3390.00000000,3398.40000000,18665.53863800,1549583999999,63611505.78657223,148209,9971.89096000,33985909.98028422,0
1549584000.0,3398.40000000,3733.58000000,3373.10000000,3659.04000000,47968.05801300,1549670399999,170118212.46197886,277242,25500.97034500,90453750.95066435,0
1549670400.0,3660.27000000,3680.02000000,3625.13000000,3665.18000000,24759.83371900,1549756799999,90488500.06766240,192209,13208.14275000,48274378.26417207,0
1549756800.0,3665.18000000,3684.99000000,3609.76000000,3680.06000000,23250.60263400,1549843199999,84696423.96233752,171099,12445.22054600,45337811.06485932,0
1549843200.0,3679.75000000,3684.90000000,3615.53000000,3631.05000000,24954.61457100,1549929599999,90731831.90427426,172626,12713.19166600,46221559.64321214,0
1549929600.0,3631.05000000,3667.60000000,3582.34000000,3631.46000000,29479.59823000,1550015999999,106766439.99436474,198996,14986.11962900,54283275.96877608,0
1550016000.0,3631.51000000,3670.00000000,3591.75000000,3609.40000000,25773.99764800,1550102399999,93350740.94830574,167690,13552.84642000,49100779.82827613,0
1550102400.0,3608.34000000,3626.40000000,3568.11000000,3590.56000000,21753.50126100,1550188799999,78367545.57945933,155215,11271.17502000,40602592.45976747,0
1550188800.0,3590.57000000,3653.23000000,3573.45000000,3602.47000000,20777.87289900,1550275199999,74938358.18352868,151256,10840.39689500,39106496.49706577,0
1550275200.0,3602.49000000,3648.20000000,3597.91000000,3618.41000000,19565.99275100,1550361599999,70894921.80761533,149393,10452.11973000,37873280.57143865,0
1550361600.0,3617.22000000,3700.11000000,3604.40000000,3667.58000000,25690.22777900,1550447999999,93426433.13226133,179511,13004.16467600,47317986.79403941,0
1550448000.0,3667.62000000,3925.00000000,3655.00000000,3898.60000000,64042.73049200,1550534399999,242898012.76922592,393515,33934.97317100,128779026.65413163,0
1550534400.0,3897.35000000,3994.52000000,3856.00000000,3907.79000000,50207.17266700,1550620799999,197091641.04739993,332281,27008.59756600,106038298.75034281,0
1550620800.0,3907.35000000,3986.98000000,3870.66000000,3969.74000000,36205.14085000,1550707199999,142571564.56112989,250176,19952.70098400,78593009.21716801,0
1550707200.0,3969.74000000,4016.48000000,3901.03000000,3937.31000000,31103.88472800,1550793599999,122714273.87417651,209571,16678.73094500,65816472.08951928,0
1550793600.0,3937.31000000,3988.00000000,3926.65000000,3962.00000000,23943.16375000,1550879999999,94739322.74557025,179588,12932.07849400,51172984.85084170,0
1550880000.0,3962.00000000,4162.02000000,3933.15000000,4117.76000000,33657.94288300,1550966399999,135782959.41827349,231563,17790.39681500,71727695.50468791,0
1550966400.0,4118.00000000,4198.00000000,3712.66000000,3743.56000000,62224.18689000,1551052799999,244146803.51886994,410578,30284.98096300,118938981.43024275,0
